ticker,year_month,monthly_return,label,month_open,month_high,month_low,month_close,month_volume,month_avg_volume,month_price_volatility,alpha_factors,fundamentals,news_count,news_sentiment,price_momentum,volume_momentum
AAPL,2024-08,0.04872687305367277,1,224.37,232.92,196.0,229.0,1122666993.0,51030317.86363637,6.811371190089224,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.04872687305367277,-0.1521611911592577
AAPL,2024-07,0.024590542099192675,1,212.09,237.23,211.92,222.08,1153193377.0,52417880.77272727,5.629410267222483,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.024590542099192675,-0.17162523691524958
AAPL,2024-06,0.08550224192135239,1,192.9,220.2,192.15,210.62,1723984420.0,90736022.10526316,8.416529406558382,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.08550224192135239,0.6481994732524744
AAPL,2024-05,0.13555818074424092,1,169.58,193.0,169.11,192.25,1336570142.0,60753188.27272727,6.009199026802399,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.13555818074424092,0.49173446827368683
AAPL,2024-04,0.001764394518614429,1,171.19,178.36,164.075,170.33,1240410671.0,56382303.22727273,2.7728303011161506,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.001764394518614429,0.5063057161954584
AAPL,2024-03,-0.04553044639875324,0,179.55,180.53,168.49,171.48,1430780147.0,71539007.35,2.887029569790046,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.04553044639875324,-0.1072602151171426
AAPL,2024-02,-0.032698276784758715,0,183.985,191.05,179.25,180.75,1161711745.0,58085587.25,2.9453486524027226,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.032698276784758715,1.106522887241458
AAPL,2024-01,-0.006679594914888929,0,187.15,196.38,180.17,184.4,1187139861.0,56530469.571428575,4.486781219792837,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.006679594914888929,-0.32757067958202357
AAPL,2023-12,0.006745450742522443,1,190.33,199.62,187.4511,192.53,1062317718.0,53115885.9,2.256444046911446,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.006745450742522443,-0.06635350059226791
AAPL,2023-11,0.09185491751451394,1,171.0,192.93,170.12,189.95,1099760711.0,52369557.666666664,5.383936734574874,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.09185491751451394,-0.14297977413012677
AAPL,2023-10,-0.01715107913669059,0,171.22,182.34,165.67,170.77,1172845791.0,53311172.31818182,3.836684202667154,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.01715107913669059,-0.1402968127675249
AAPL,2023-09,-0.0963264013512087,0,189.485,189.98,167.62,171.21,1337873796.0,66893689.8,5.316978638484947,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.0963264013512087,0.13316682727539833
AAPL,2023-08,-0.03954397893714366,0,196.235,196.73,171.96,187.87,1323817340.0,57557275.652173914,5.957395369201229,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.03954397893714366,0.723129529968545
