ticker,year_month,monthly_return,label,month_open,month_high,month_low,month_close,month_volume,month_avg_volume,month_price_volatility,alpha_factors,fundamentals,news_count,news_sentiment,price_momentum,volume_momentum
AAPL,2025-06,0.017203767972235988,1,200.28,207.39,195.07,205.17,1100504397.0,55025219.85,2.518345530408072,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.017203767972235988,1.5946998604929288
AAPL,2025-05,-0.058456778548659286,0,209.08,214.56,193.25,200.85,1195889556.0,56947121.71428572,6.132104159957772,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.058456778548659286,0.23453514667089684
AAPL,2025-04,-0.047896411129530886,0,219.805,225.19,169.2101,212.5,1607318483.0,76538975.38095239,12.423755662516257,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.047896411129530886,0.4359384654931214
AAPL,2025-03,-0.0667983027349494,0,241.79,244.0272,208.42,222.13,1114686136.0,53080292.190476194,9.15727641979707,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.0667983027349494,0.38392975921809064
AAPL,2025-02,0.06065523441954306,1,229.99,250.0,225.7,241.84,862317019.0,45385106.2631579,6.947675239104817,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.06065523441954306,-0.2221353371373133
AAPL,2025-01,-0.032191921263071535,0,248.93,249.1,219.38,236.0,1200291603.0,60014580.15,7.472433620349286,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.032191921263071535,0.8133082610631712
AAPL,2024-12,0.04520222045995235,1,237.27,260.1,237.16,250.42,977942014.0,46568667.333333336,5.416084510840963,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.04520222045995235,-0.17982771003065973
AAPL,2024-11,0.06468978511506894,1,220.965,237.81,219.71,237.33,891640714.0,44582035.7,4.414401640325142,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.06468978511506894,-0.5636826139956956
AAPL,2024-10,-0.0013262013173600254,0,229.52,237.49,221.33,225.91,930835961.0,40471128.73913044,3.8020613298224455,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",-0.0013262013173600254,0.017145250486339206
AAPL,2024-09,0.0459218027562059,1,228.55,233.09,213.92,233.0,1231814423.0,61590721.15,4.2756859714338,"{'current_price': np.float64(213.55), 'price_change_1d': np.float64(1.1100000000000136), 'price_change_5d': np.float64(12.550000000000011), 'price_change_10d': np.float64(16.97), 'return_1d': np.float64(0.5225004707211545), 'return_5d': np.float64(6.2437810945273675), 'return_10d': np.float64(8.632617763760297), 'volatility_5d': 0.7549432254510897, 'volatility_10d': 0.9677333639108385, 'avg_volume_5d': np.float64(69357580.2), 'volume_ratio': np.float64(0.5039944574075552), 'rsi_14': np.float64(nan), 'sma_10': np.float64(204.542), 'price_vs_sma10': np.float64(4.4039854895327135)}","{'symbol': 'AAPL', 'name': 'Apple Inc', 'sector': 'TECHNOLOGY', 'industry': 'ELECTRONIC COMPUTERS', 'market_cap': 3189540127000.0, 'pe_ratio': 33.21, 'forward_pe': 26.81, 'price_to_book': 47.75, 'dividend_yield': 0.0051, 'eps': 6.43, 'profit_margin': 0.243, 'return_on_equity': 1.38, 'beta': 1.211}",50,"{'positive': 32, 'negative': 0, 'neutral': 18, 'avg_sentiment': np.float64(0.20059458000000002)}",0.0459218027562059,0.09170680136074953
